Symbol,Name,Exchange,instrument_key,industry,sector
TITANBIO,Titan Bio-Tech Ltd.,2,BSE_EQ|INE150C01011,Specialty Chemicals,Chemicals & Petrochemicals
BIJHANS,Bijoy Hans Ltd,2,BSE_EQ|INE491D01017,Trading & Distributors,Commercial Services & Supplies
SDL,Span Divergent Limited,2,BSE_EQ|INE004E01016,Pharmaceuticals,Pharmaceuticals & Biotechnology
JENBURPH,Jenburkt Pharmaceuticals Ltd.,2,BSE_EQ|INE354A01013,Pharmaceuticals,Pharmaceuticals & Biotechnology
HIKAL,Hikal Ltd.,2,BSE_EQ|INE475B01022,Pharmaceuticals,Pharmaceuticals & Biotechnology
CAPLIPOINT,Caplin Point Laboratories Ltd.,2,BSE_EQ|INE475E01026,Pharmaceuticals,Pharmaceuticals & Biotechnology
FISCHER,FISCHER MEDICAL VENTURES LIMITED,2,BSE_EQ|INE771F01025,Commodity Chemicals,Chemicals & Petrochemicals
LINKPH,Link Pharma Chem Ltd.,2,BSE_EQ|INE302F01011,Commodity Chemicals,Chemicals & Petrochemicals
DECIPHER,DECIPHER LABS LIMITED,2,BSE_EQ|INE643N01012,Pharmaceuticals,Pharmaceuticals & Biotechnology
EMMESSA,Emmessar Biotech & Nutrition Ltd.,2,BSE_EQ|INE634B01016,Commodity Chemicals,Chemicals & Petrochemicals
NGLFINE,NGL Fine Chem Ltd.,2,BSE_EQ|INE887E01022,Pharmaceuticals,Pharmaceuticals & Biotechnology
EVERESTO,Everest Organics Ltd.,2,BSE_EQ|INE334C01029,Pharmaceuticals,Pharmaceuticals & Biotechnology
AUROPHARMA,Aurobindo Pharma Ltd.,2,BSE_EQ|INE406A01037,Pharmaceuticals,Pharmaceuticals & Biotechnology
PHYTO,Phyto Chem (India) Ltd.,2,BSE_EQ|INE037C01010,Pesticides & Agrochemicals,Fertilizers & Agrochemicals
NATCOPHARM,Natco Pharma Ltd.,2,BSE_EQ|INE987B01026,Pharmaceuticals,Pharmaceuticals & Biotechnology
DYNAMIND,Dynamic Industries Ltd.,2,BSE_EQ|INE457C01010,Specialty Chemicals,Chemicals & Petrochemicals
PANAMAPET,Panama Petrochem Ltd.,2,BSE_EQ|INE305C01029,Lubricants,Petroleum Products
BALPHARMA,Bal Pharma Ltd.,2,BSE_EQ|INE083D01012,Pharmaceuticals,Pharmaceuticals & Biotechnology
BDH,BDH Industries Ltd.,2,BSE_EQ|INE278D01018,Pharmaceuticals,Pharmaceuticals & Biotechnology
JAUSPOL,Jauss Polymers Ltd,2,BSE_EQ|INE593O01017,Packaging,Industrial Products
GLOBUSCON,Globus Constructors & Developers Limited,2,BSE_EQ|INE064L01015,Power Generation,Power
CUBEXTUB,Cubex Tubings Ltd,2,BSE_EQ|INE144D01012,Aluminium- Copper & Zinc Products,Industrial Products
POLYCHMP,Polymechplast Machines Ltd.,2,BSE_EQ|INE809B01014,Industrial Products,Industrial Manufacturing
STELLANT,STELLANT SECURITIES (INDIA) LIMITED,2,BSE_EQ|INE395F01023,Other Financial Services,Finance
GALXBRG,Galaxy Bearings Ltd.,2,BSE_EQ|INE020S01012,Abrasives & Bearings,Industrial Products
SCAGRO,SC Agrotech Limited,2,BSE_EQ|INE895E01017,Dairy Products,Food Products
RALEGRA,Ravileela Granites Limited,2,BSE_EQ|INE427E01027,Other Construction Materials,Other Construction Materials
UNRYLMA,Uniroyal Marine Exports Ltd.,2,BSE_EQ|INE602H01010,Seafood,Food Products
SHERVANI,Shervani Industrial syndicate Ltd,2,BSE_EQ|INE011D01013,Residential- Commercial Projects,Realty
BNHOLDINGS,BN HOLDINGS LIMITED,2,BSE_EQ|INE00HZ01011,Trading & Distributors,Commercial Services & Supplies
SUPERTEX,Supertex Industries Ltd,2,BSE_EQ|INE881B01054,Other Textile Products,Textiles & Apparels
SHETR,Shetron Ltd.,2,BSE_EQ|INE278C01010,Packaging,Industrial Products
TRABI,Transgene Biotek Ltd.,2,BSE_EQ|INE773D01018,Healthcare Service Provider,Healthcare Services
MPL,MPL Plastics Limited,2,BSE_EQ|INE343A01016,Packaging,Industrial Products
NIKHILAD,Nikhil Adhesives Ltd.,2,BSE_EQ|INE926C01022,Specialty Chemicals,Chemicals & Petrochemicals
SPENTA,Spenta International Ltd.,2,BSE_EQ|INE175C01018,Garments & Apparels,Textiles & Apparels
MULTIBASE,Multibase India Ltd,2,BSE_EQ|INE678F01014,Specialty Chemicals,Chemicals & Petrochemicals
ANDREWYU,Andrew Yule & Company Ltd,2,BSE_EQ|INE449C01025,Tea & Coffee,Agricultural Food & other Products
LUDLOWJUT,Ludlow Jute & Specialities Ltd,2,BSE_EQ|INE983C01015,Jute & Jute Products,"Paper, Forest & Jute Products"
ASHRAM,Ashram Online.com Ltd,2,BSE_EQ|INE293C01019,Healthcare Service Provider,Healthcare Services
ROYALCU,Royal Cushion Vinyl Products Ltd.,2,BSE_EQ|INE618A01011,Granites & Marbles,Consumer Durables
SURJIND,Suraj Industries Limited.,2,BSE_EQ|INE170U01011,Edible Oil,Agricultural Food & other Products
HITECHCORP,Hitech Corporation Limited,2,BSE_EQ|INE120D01012,Packaging,Industrial Products
BLOOM,Bloom Dekor Ltd.,2,BSE_EQ|INE253C01013,Plastic Products - Industrial,Industrial Products
FILATEX,Filatex India Ltd.,2,BSE_EQ|INE816B01035,Other Textile Products,Textiles & Apparels
STDSFAC,Standard Surfactants Ltd.,2,BSE_EQ|INE307D01015,Commodity Chemicals,Chemicals & Petrochemicals
MORGAN,Morgan Ventures Ltd.,2,BSE_EQ|INE902C01015,Non Banking Financial Company (NBFC),Finance
AMRAPLIN,Amrapali Industries Ltd,2,BSE_EQ|INE762C01021,Trading & Distributors,Commercial Services & Supplies
PREMEXPLN,Premier Explosives Ltd.,2,BSE_EQ|INE863B01029,Explosives,Chemicals & Petrochemicals
MIDEASTP,Mid East Portfolio Management Ltd.,2,BSE_EQ|INE033E01015,Other Financial Services,Finance
MOLDTECH,Mold-Tek Technologies Ltd,2,BSE_EQ|INE835B01035,IT Enabled Services,IT - Services
CRSTCHM,Crestchem Ltd.,2,BSE_EQ|INE293N01016,Specialty Chemicals,Chemicals & Petrochemicals
MPHASIS,Mphasis Limited,2,BSE_EQ|INE356A01018,Computers - Software & Consulting,IT - Software
MEDINOV,Medinova Diagnostic Services Ltd.,2,BSE_EQ|INE047C01019,Healthcare Service Provider,Healthcare Services
DIVSHKT,DIVYASHAKTI LIMITED,2,BSE_EQ|INE410G01010,Other Construction Materials,Other Construction Materials
ORIENTLTD,Orient Press ltd.,2,BSE_EQ|INE609C01024,Packaging,Industrial Products
SHREYASI,Shreyas Intermediates Ltd.,2,BSE_EQ|INE115F01017,Commodity Chemicals,Chemicals & Petrochemicals
PANJON,Panjon Ltd.,2,BSE_EQ|INE744D01019,Packaged Foods,Food Products
NIRBHAYIND,Nirbhay Colours India Limited,2,BSE_EQ|INE218T01010,Auto Components & Equipments,Auto Components
DUROPACK,Duropack Ltd,2,BSE_EQ|INE138B01018,Plastic Products - Industrial,Industrial Products
SWARNSAR,SWARNSARITA JEWELS INDIA LIMITED,2,BSE_EQ|INE967A01012,Gems- Jewellery And Watches,Consumer Durables
GANESHHOUC,Ganesh Housing Corporation Ltd.,2,BSE_EQ|INE460C01014,Residential- Commercial Projects,Realty
NMDC,NMDC Ltd,2,BSE_EQ|INE584A01023,Industrial Minerals,Minerals & Mining
CINDHO,Cindrella Hotels Ltd.,2,BSE_EQ|INE908C01012,Hotels & Resorts,Leisure Services
PATINTLOG,Patel Integrated Logistics Ltd,2,BSE_EQ|INE529D01014,Logistics Solution Provider,Transport Services
ALPHAGEO,Alphageo (India)Ltd.,2,BSE_EQ|INE137C01018,Offshore Support Solution Drilling,Oil
HAMPTON,HAMPTON SKY REALTY LIMITED,2,BSE_EQ|INE299D01022,Residential- Commercial Projects,Realty
KKALPANAIND,Kkalpana Industries (India) Ltd,2,BSE_EQ|INE301C01028,Specialty Chemicals,Chemicals & Petrochemicals
OKPLA,OK Play India Ltd.,2,BSE_EQ|INE870B01024,Leisure Products,Consumer Durables
KRITI,Kriti Industries (India) Ltd.,2,BSE_EQ|INE479D01038,Plastic Products - Industrial,Industrial Products
WELTI,Welterman International Ltd.,2,BSE_EQ|INE662D01013,Leather And Leather Products,Consumer Durables
ASMTEC,ASM Technologies Ltd.,2,BSE_EQ|INE867C01010,Computers - Software & Consulting,IT - Software
PERFEPA,Perfectpac Limited,2,BSE_EQ|INE759I01024,Paper & Paper Products,"Paper, Forest & Jute Products"
VISIONCINE,Vision Cinemas Limited,2,BSE_EQ|INE515B01025,Advertising & Media Agencies,Media
AEIM,Artificial Electronics Intelligent Material Limited,2,BSE_EQ|INE072B01027,Software Products,IT - Software
INDRANIB,Indrayani Biotech Ltd.,2,BSE_EQ|INE007C01021,Other Agricultural Products,Agricultural Food & other Products
EUROLED,Euro Leder Fashion Ltd.,2,BSE_EQ|INE940E01011,Gems- Jewellery And Watches,Consumer Durables
WINSOMBR,Winsome Breweries Ltd.,2,BSE_EQ|INE391C01011,Breweries & Distilleries,Beverages
ELEFLOR,Elegant Floriculture & Agrotech (In,2,BSE_EQ|INE152E01013,Other Agricultural Products,Agricultural Food & other Products
SAENTER,South Asian Enteprises Ltd.,2,BSE_EQ|INE118B01010,Amusement Parks/ Other Recreation,Leisure Services
SKYIND,Sky Industries Ltd,2,BSE_EQ|INE765B01018,Other Textile Products,Textiles & Apparels
PHOENXINTL,Phoenix International Ltd.,2,BSE_EQ|INE245B01011,Diversified Commercial Services,Commercial Services & Supplies
BHUDEVI,BHUDEVI INFRA PROJECTS LIMITED,2,BSE_EQ|INE432N01010,Residential- Commercial Projects,Realty
PRATIK,Pratik Panels Ltd.,2,BSE_EQ|INE206C01029,Forest Products,"Paper, Forest & Jute Products"
RISHIROOP,Rishiroop Limited,2,BSE_EQ|INE582D01013,Rubber,Industrial Products
PROMACT,PROMACT IMPEX LIMITED,2,BSE_EQ|INE818D01011,Packaging,Industrial Products
STRGRENWO,Sterling Green  Woods  Limited,2,BSE_EQ|INE398F01019,Hotels & Resorts,Leisure Services
SYSTMTXC,Systematix Corporate Services Ltd.,2,BSE_EQ|INE356B01016,Stockbroking & Allied,Capital Markets
SHAHISHIP,Shahi Shipping Limited,2,BSE_EQ|INE825D01016,Shipping,Transport Services
ALPINEHOU,Alpine Housing Development Corporat,2,BSE_EQ|INE840D01015,Residential- Commercial Projects,Realty
SANGHIIND,Sanghi Industries Ltd.,2,BSE_EQ|INE999B01013,Cement & Cement Products,Cement & Cement Products
WWALUM,WORLDWIDE ALUMINIUM LIMITED,2,BSE_EQ|INE550D01010,Trading & Distributors,Commercial Services & Supplies
IIRM,IIRM HOLDINGS INDIA LIMITED,2,BSE_EQ|INE670C01026,Consulting Services,Commercial Services & Supplies
SFPIL,Square Four Projects India Limited,2,BSE_EQ|INE716K01020,Commodity Chemicals,Chemicals & Petrochemicals
SCANPGEOM,Scanpoint Geomatics Limited,2,BSE_EQ|INE967B01028,IT Enabled Services,IT - Services
CHOKSILA,Choksi Laboratories Ltd.,2,BSE_EQ|INE493D01013,Healthcare Service Provider,Healthcare Services
CCHHL,Country Club Hospitality & Holidays Ltd,2,BSE_EQ|INE652F01027,Hotels & Resorts,Leisure Services
LONTE,Longview Tea Company ltd.,2,BSE_EQ|INE696E01019,Tea & Coffee,Agricultural Food & other Products
MIDWEST,Midwest Gold Ltd,2,BSE_EQ|INE519N01014,Other Construction Materials,Other Construction Materials
ENTRINT,Enterprise International Limited,2,BSE_EQ|INE439G01019,Trading & Distributors,Commercial Services & Supplies
TECHIN,TECHINDIA NIRMAN LIMITED,2,BSE_EQ|INE778A01021,Residential- Commercial Projects,Realty
TPLPLASTEH,TPL Plastech Limited,2,BSE_EQ|INE413G01022,Packaging,Industrial Products
WIMPLAST,Wim Plast Ltd.,2,BSE_EQ|INE015B01018,Plastic Products - Consumer,Consumer Durables
PHOTOQUP,Photoquip India Ltd.,2,BSE_EQ|INE813B01016,Household Products,Household Products
LIBERTSHOE,Liberty Shoes Ltd.,2,BSE_EQ|INE557B01019,Footwear,Consumer Durables
LIPPISYS,Lippi Systems Ltd.,2,BSE_EQ|INE845B01018,Industrial Products,Industrial Manufacturing
ELECTHERM,Electrotherm (India) Ltd,2,BSE_EQ|INE822G01016,Iron & Steel Products,Industrial Products
BLUEDART,Blue Dart Express Ltd.,2,BSE_EQ|INE233B01017,Logistics Solution Provider,Transport Services
EXPOGAS,Expo Gas Containers Ltd.,2,BSE_EQ|INE561D01025,Other Industrial Products,Industrial Products
NATPLAS,National Plastic Industries Ltd.,2,BSE_EQ|INE233D01013,Plastic Products - Industrial,Industrial Products
MFLINDIA,MFL India Ltd,2,BSE_EQ|INE244C01020,Logistics Solution Provider,Transport Services
AJWAFUN,Ajwa Fun World & Resorts Ltd,2,BSE_EQ|INE863E01015,Amusement Parks/ Other Recreation,Leisure Services
TEXELIN,Texel Industries Ltd.,2,BSE_EQ|INE594V01028,Plastic Products - Industrial,Industrial Products
RAYALEMA,Royale Manor Hotels & Industries Lt,2,BSE_EQ|INE008C01011,Hotels & Resorts,Leisure Services
MIRZAINT,Mirza International  Limited,2,BSE_EQ|INE771A01026,Leather And Leather Products,Consumer Durables
TFCILTD,Tourism Finance Corpn. Of India Ltd,2,BSE_EQ|INE305A01015,Financial Institution,Finance
THAKDEV,Thakker's Developers Ltd.,2,BSE_EQ|INE403F01017,Residential- Commercial Projects,Realty
ARENTERP,Rajdarshan Industries Ltd.,2,BSE_EQ|INE610C01014,Trading - Minerals,Metals & Minerals Trading
BIL,Bhartiya International Ltd.,2,BSE_EQ|INE828A01016,Leather And Leather Products,Consumer Durables
KAMATHOTEL,Kamat Hotels (India) ltd.,2,BSE_EQ|INE967C01018,Hotels & Resorts,Leisure Services
TIRTPLS,Tirth Plastic Ltd.,2,BSE_EQ|INE008N01018,Trading & Distributors,Commercial Services & Supplies
KEEPLEARN,DSJ KEEP LEARNING LIMITED,2,BSE_EQ|INE055C01020,Education,Other Consumer Services
POLOHOT,Polo Hotels Ltd.,2,BSE_EQ|INE084C01012,Hotels & Resorts,Leisure Services
ECOPLAST,Ecoplast Ltd.,2,BSE_EQ|INE423D01010,Plastic Products - Industrial,Industrial Products
ELEMARB,Elegant Marbles & Grani Industries,2,BSE_EQ|INE095B01010,Granites & Marbles,Consumer Durables
BITS,BITS Ltd,2,BSE_EQ|INE839A01021,Software Products,IT - Software
ADARSHPL,Adarsh Plant Project Ltd.,2,BSE_EQ|INE627D01016,Pesticides & Agrochemicals,Fertilizers & Agrochemicals
HPBL,HCP PLASTENE BULKPACK LIMITED,2,BSE_EQ|INE136C01044,Packaging,Industrial Products
NICCOPAR,Nicco Parks And Resorts Ltd.,2,BSE_EQ|INE653C01022,Amusement Parks/ Other Recreation,Leisure Services
NTCIND,NTC INDUSTRIES LIMITED,2,BSE_EQ|INE920C01017,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
SANDESH,Sandesh Ltd.,2,BSE_EQ|INE583B01015,Print Media,Media
GARNET,Garnet Construction Ltd.,2,BSE_EQ|INE797D01017,Residential- Commercial Projects,Realty
GOLDIAM,Goldiam International Ltd.,2,BSE_EQ|INE025B01025,Gems- Jewellery And Watches,Consumer Durables
BRIGHTBR,Bright Brothers Ltd.,2,BSE_EQ|INE630D01010,Plastic Products - Industrial,Industrial Products
SHAWGELTIN,Narmada Gelatines Ltd.,2,BSE_EQ|INE869A01010,Specialty Chemicals,Chemicals & Petrochemicals
PGFOILQ,P.G.Foils Ltd.,2,BSE_EQ|INE078D01012,Aluminium,Non - Ferrous Metals
GRATEXI,Gratex Industries Ltd.,2,BSE_EQ|INE915E01013,Paper & Paper Products,"Paper, Forest & Jute Products"
VELHO,Velan Hotels Ltd.,2,BSE_EQ|INE548D01014,Hotels & Resorts,Leisure Services
HOWARHO,Howard Hotels Limited,2,BSE_EQ|INE931B01016,Hotels & Resorts,Leisure Services
PRESSURS,Pressure Sensitive Systems (India),2,BSE_EQ|INE891E01024,Other Textile Products,Textiles & Apparels
VALIANT,Valiant Communications Ltd.,2,BSE_EQ|INE760B01019,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
DRAGARWQ,Dr.Agarwals Eye Hospital Ltd.,2,BSE_EQ|INE934C01018,Hospital,Healthcare Services
MHSGRMS,Mahasagar Travels Ltd.,2,BSE_EQ|INE007G01014,Road Transport,Transport Services
GREENPLY,Greenply Industries Ltd,2,BSE_EQ|INE461C01038,Plywood Boards/ Laminates,Consumer Durables
SEAMECLTD,Seamec Ltd,2,BSE_EQ|INE497B01018,Shipping,Transport Services
RAGHUNAT,Raghunath International Ltd.,2,BSE_EQ|INE753B01014,Cigarettes & Tobacco Products,Cigarettes & Tobacco Products
CHEVIOT,Cheviot Co.Ltd.,2,BSE_EQ|INE974B01016,Jute & Jute Products,"Paper, Forest & Jute Products"
