Symbol,Name,Exchange,instrument_key,industry,sector
ROML,Raj Oil Mills Limited,1,NSE_EQ|INE294G01026,Edible Oil,Agricultural Food & other Products
ROSSARI,Rossari Biotech Limited,1,NSE_EQ|INE02A801020,Specialty Chemicals,Chemicals & Petrochemicals
ROSSELLIND,Rossell India Limited,1,NSE_EQ|INE847C01020,Aerospace & Defense,Aerospace & Defense
ROTO,Roto Pumps Limited,1,NSE_EQ|INE535D01029,Compressors- Pumps & Diesel Engines,Industrial Products
ROUTE,ROUTE MOBILE LIMITED,1,NSE_EQ|INE450U01017,Other Telecom Services,Telecom - Services
RPEL,Raghav Productivity Enhancers Limited,1,NSE_EQ|INE912T01018,Electrodes & Refractories,Industrial Products
RPGLIFE,RPG Life Sciences Limited,1,NSE_EQ|INE105J01010,Pharmaceuticals,Pharmaceuticals & Biotechnology
RPOWER,Reliance Power Limited,1,NSE_EQ|INE614G01033,Power Generation,Power
RPPINFRA,R.P.P. Infra Projects Limited,1,NSE_EQ|INE324L01013,Civil Construction,Construction
RPPL,Rajshree Polypack Limited,1,NSE_EQ|INE760W01015,,
RPSGVENT,RPSG VENTURES LIMITED,1,NSE_EQ|INE425Y01011,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Commercial Services & Supplies
RPTECH,Rashi Peripherals Limited,1,NSE_EQ|INE0J1F01024,Computers Hardware & Equipments,IT - Hardware
RRKABEL,R R Kabel Limited,1,NSE_EQ|INE777K01022,Cables - Electricals,Industrial Products
RSSOFTWARE,R. S. Software (India) Limited,1,NSE_EQ|INE165B01029,Computers - Software & Consulting,IT - Software
RSWM,RSWM Limited,1,NSE_EQ|INE611A01016,Other Textile Products,Textiles & Apparels
RSYSTEMS,R Systems International Limited,1,NSE_EQ|INE411H01032,IT Enabled Services,IT - Services
RTNINDIA,RattanIndia Enterprises Limited,1,NSE_EQ|INE834M01019,E-Retail/ E-Commerce,Retailing
RTNPOWER,RattanIndia Power Limited,1,NSE_EQ|INE399K01017,Integrated Power Utilities,Power
RUBFILA,Rubfila International Limited,1,NSE_EQ|INE642C01025,Rubber,Industrial Products
RUBYMILLS,The Ruby Mills Limited,1,NSE_EQ|INE301D01026,Other Textile Products,Textiles & Apparels
RUCHINFRA,Ruchi Infrastructure Limited,1,NSE_EQ|INE413B01023,Diversified Commercial Services,Commercial Services & Supplies
RUCHIRA,Ruchira Papers Limited,1,NSE_EQ|INE803H01014,Paper & Paper Products,"Paper, Forest & Jute Products"
RUPA,Rupa & Company Limited,1,NSE_EQ|INE895B01021,Garments & Apparels,Textiles & Apparels
RUSHIL,Rushil Decor Limited,1,NSE_EQ|INE573K01025,Plywood Boards/ Laminates,Consumer Durables
RUSTOMJEE,Keystone Realtors Limited,1,NSE_EQ|INE263M01029,Residential- Commercial Projects,Realty
RVHL,Ravinder Heights Limited,1,NSE_EQ|INE09E501017,Residential- Commercial Projects,Realty
RVNL,Rail Vikas Nigam Limited,1,NSE_EQ|INE415G01027,Civil Construction,Construction
S&SPOWER,S&S Power Switchgears Limited,1,NSE_EQ|INE902B01017,Other Electrical Equipment,Electrical Equipment
SABEVENTS,Sab Events & Governance Now Media Limited,1,NSE_EQ|INE860T01019,Electronic Media,Media
SABTNL,Sri Adhikari Brothers Television Network Limited,1,NSE_EQ|INE416A01044,TV Broadcasting & Software Production,Entertainment
SADBHAV,Sadbhav Engineering Limited,1,NSE_EQ|INE226H01026,Civil Construction,Construction
SADBHIN,Sadbhav Infrastructure Project Limited,1,NSE_EQ|INE764L01010,Civil Construction,Construction
SADHNANIQ,Sadhana Nitrochem Limited,1,NSE_EQ|INE888C01040,Commodity Chemicals,Chemicals & Petrochemicals
SAFARI,Safari Industries (India) Limited,1,NSE_EQ|INE429E01023,Plastic Products - Consumer,Consumer Durables
SAGARDEEP,Sagardeep Alloys Limited,1,NSE_EQ|INE976T01013,,
SAGCEM,Sagar Cements Limited,1,NSE_EQ|INE229C01021,Cement & Cement Products,Cement & Cement Products
SAH,Sah Polymers Limited,1,NSE_EQ|INE035801013,Packaging,Industrial Products
SAHYADRI,Sahyadri Industries Limited,1,NSE_EQ|INE280H01015,Cement & Cement Products,Cement & Cement Products
SAIL,Steel Authority of India Limited,1,NSE_EQ|INE114A01011,Iron & Steel,Ferrous Metals
SAKAR,Sakar Healthcare Limited,1,NSE_EQ|INE732S01012,,
SAKHTISUG,Sakthi Sugars Limited,1,NSE_EQ|INE623A01011,Sugar,Agricultural Food & other Products
SAKSOFT,Saksoft Limited,1,NSE_EQ|INE667G01023,Computers - Software & Consulting,IT - Software
SAKUMA,Sakuma Exports Limited,1,NSE_EQ|INE190H01024,Trading & Distributors,Commercial Services & Supplies
SALASAR,Salasar Techno Engineering Limited,1,NSE_EQ|INE170V01027,Industrial Products,Industrial Manufacturing
SALONA,Salona Cotspin Limited,1,NSE_EQ|INE498E01010,Other Textile Products,Textiles & Apparels
SALSTEEL,S.A.L. Steel Limited,1,NSE_EQ|INE658G01014,Sponge Iron,Ferrous Metals
SALZERELEC,Salzer Electronics Limited,1,NSE_EQ|INE457F01013,Other Electrical Equipment,Electrical Equipment
SAMBHAAV,Sambhaav Media Limited,1,NSE_EQ|INE699B01027,Electronic Media,Media
SAMHI,Samhi Hotels Limited,1,NSE_EQ|INE08U801020,Hotels & Resorts,Leisure Services
SAMMAANCAP,Sammaan Capital Limited,1,NSE_EQ|INE148I01020,Housing Finance Company,Finance
SAMPANN,Sampann Utpadan India Limited,1,NSE_EQ|INE735M01018,Rubber,Industrial Products
SANCO,Sanco Industries Limited,1,NSE_EQ|INE782L01012,,
SANDESH,The Sandesh Limited,1,NSE_EQ|INE583B01015,Print Media,Media
SANDHAR,Sandhar Technologies Limited,1,NSE_EQ|INE278H01035,Auto Components & Equipments,Auto Components
SANDUMA,Sandur Manganese & Iron Ores Limited,1,NSE_EQ|INE149K01016,Coal,Consumable Fuels
SANGAMIND,Sangam (India) Limited,1,NSE_EQ|INE495C01010,Other Textile Products,Textiles & Apparels
SANGHIIND,Sanghi Industries Limited,1,NSE_EQ|INE999B01013,Cement & Cement Products,Cement & Cement Products
SANGHVIMOV,Sanghvi Movers Limited,1,NSE_EQ|INE989A01024,Construction Vehicles,"Agricultural, Commercial & Construction Vehicles"
SANGINITA,Sanginita Chemicals Limited,1,NSE_EQ|INE753W01010,,
SANOFI,Sanofi India Limited,1,NSE_EQ|INE058A01010,Pharmaceuticals,Pharmaceuticals & Biotechnology
SANSERA,Sansera Engineering Limited,1,NSE_EQ|INE953O01021,Auto Components & Equipments,Auto Components
SANSTAR,Sanstar Limited,1,NSE_EQ|INE08NE01025,Other Agricultural Products,Agricultural Food & other Products
SANWARIA,Sanwaria Consumer Limited,1,NSE_EQ|INE890C01046,Other Food Products,Food Products
SAPPHIRE,Sapphire Foods India Limited,1,NSE_EQ|INE806T01012,Restaurants,Leisure Services
SARDAEN,Sarda Energy & Minerals Limited,1,NSE_EQ|INE385C01021,Iron & Steel,Ferrous Metals
SAREGAMA,Saregama India Limited,1,NSE_EQ|INE979A01025,Media & Entertainment,Entertainment
SARLAPOLY,Sarla Performance Fibers Limited,1,NSE_EQ|INE453D01025,Other Textile Products,Textiles & Apparels
SARVESHWAR,Sarveshwar Foods Limited,1,NSE_EQ|INE324X01026,Other Agricultural Products,Agricultural Food & other Products
SASKEN,Sasken Technologies Limited,1,NSE_EQ|INE231F01020,IT Enabled Services,IT - Services
SASTASUNDR,Sastasundar Ventures Limited,1,NSE_EQ|INE019J01013,Healthcare Service Provider,Healthcare Services
SATIA,Satia Industries Limited,1,NSE_EQ|INE170E01023,Paper & Paper Products,"Paper, Forest & Jute Products"
SATIN,Satin Creditcare Network Limited,1,NSE_EQ|INE836B01017,Microfinance Institutions,Finance
SATINDLTD,Sat Industries Limited,1,NSE_EQ|INE065D01027,Iron & Steel Products,Industrial Products
SAURASHCEM,Saurashtra Cement Limited,1,NSE_EQ|INE626A01014,Cement & Cement Products,Cement & Cement Products
SBC,SBC Exports Limited,1,NSE_EQ|INE04AK01028,Garments & Apparels,Textiles & Apparels
SBCL,Shivalik Bimetal Controls Limited,1,NSE_EQ|INE386D01027,Iron & Steel Products,Industrial Products
SBFC,SBFC Finance Limited,1,NSE_EQ|INE423Y01016,Non Banking Financial Company (NBFC),Finance
SBGLP,Suratwwala Business Group Limited,1,NSE_EQ|INE05ST01028,Residential- Commercial Projects,Realty
SBICARD,SBI Cards and Payment Services Limited,1,NSE_EQ|INE018E01016,Non Banking Financial Company (NBFC),Finance
SBILIFE,SBI Life Insurance Company Limited,1,NSE_EQ|INE123W01016,Life Insurance,Insurance
SBIN,State Bank of India,1,NSE_EQ|INE062A01020,Public Sector Bank,Banks
SCHAEFFLER,Schaeffler India Limited,1,NSE_EQ|INE513A01022,Auto Components & Equipments,Auto Components
SCHAND,S Chand And Company Limited,1,NSE_EQ|INE807K01035,Printing & Publication,Printing & Publication
SCHNEIDER,Schneider Electric Infrastructure Limited,1,NSE_EQ|INE839M01018,Heavy Electrical Equipment,Electrical Equipment
SCI,Shipping Corporation Of India Limited,1,NSE_EQ|INE109A01011,Shipping,Transport Services
SCILAL,Shipping Corporation of India Land and Assets Limited,1,NSE_EQ|INE0PB301013,Investment Company,Finance
SCPL,Sheetal Cool Products Limited,1,NSE_EQ|INE501Y01019,Dairy Products,Food Products
SDBL,Som Distilleries & Breweries Limited,1,NSE_EQ|INE480C01038,Breweries & Distilleries,Beverages
SEAMECLTD,Seamec Limited,1,NSE_EQ|INE497B01018,Shipping,Transport Services
SECMARK,SecMark Consultancy Limited,1,NSE_EQ|INE0BTM01013,Computers - Software & Consulting,IT - Software
SECURCRED,SecUR Credentials Limited,1,NSE_EQ|INE195Y01010,Diversified Commercial Services,Commercial Services & Supplies
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,1,NSE_EQ|INE650K01021,IT Enabled Services,IT - Services
SEJALLTD,Sejal Glass Limited,1,NSE_EQ|INE955I01044,Glass - Industrial,Industrial Products
SELAN,Selan Exploration Technology Limited,1,NSE_EQ|INE818A01017,Oil Exploration & Production,Oil
SELMC,SEL Manufacturing Company Limited,1,NSE_EQ|INE105I01020,Other Textile Products,Textiles & Apparels
SEMAC,SEMAC CONSULTANTS LIMITED,1,NSE_EQ|INE617A01013,Civil Construction,Construction
SENCO,Senco Gold Limited,1,NSE_EQ|INE602W01019,Gems- Jewellery And Watches,Consumer Durables
SEPC,SEPC Limited,1,NSE_EQ|INE964H01014,Civil Construction,Construction
SEQUENT,Sequent Scientific Limited,1,NSE_EQ|INE807F01027,Pharmaceuticals,Pharmaceuticals & Biotechnology
SERVOTECH,Servotech Power Systems Limited,1,NSE_EQ|INE782X01033,,
SESHAPAPER,Seshasayee Paper and Boards Limited,1,NSE_EQ|INE630A01024,Paper & Paper Products,"Paper, Forest & Jute Products"
SETCO,Setco Automotive Limited,1,NSE_EQ|INE878E01021,Auto Components & Equipments,Auto Components
SETUINFRA,Setubandhan Infrastructure Limited,1,NSE_EQ|INE023M01027,Civil Construction,Construction
SFL,Sheela Foam Limited,1,NSE_EQ|INE916U01025,Furniture- Home Furnishing,Consumer Durables
SGIL,Synergy Green Industries Limited,1,NSE_EQ|INE00QT01015,Castings & Forgings,Industrial Products
SGL,STL Global Limited,1,NSE_EQ|INE353H01010,Other Textile Products,Textiles & Apparels
SHAH,Shah Metacorp Limited,1,NSE_EQ|INE482J01021,Iron & Steel Products,Industrial Products
SHAHALLOYS,Shah Alloys Limited,1,NSE_EQ|INE640C01011,Iron & Steel Products,Industrial Products
SHAILY,Shaily Engineering Plastics Limited,1,NSE_EQ|INE151G01028,Plastic Products - Industrial,Industrial Products
SHAKTIPUMP,Shakti Pumps (India) Limited,1,NSE_EQ|INE908D01010,Compressors- Pumps & Diesel Engines,Industrial Products
SHALBY,Shalby Limited,1,NSE_EQ|INE597J01018,Hospital,Healthcare Services
SHALPAINTS,Shalimar Paints Limited,1,NSE_EQ|INE849C01026,Paints,Consumer Durables
SHANKARA,Shankara Building Products Limited,1,NSE_EQ|INE274V01019,Speciality Retail,Retailing
SHANTI,Shanti Overseas (India) Limited,1,NSE_EQ|INE933X01016,,
SHANTIGEAR,Shanthi Gears Limited,1,NSE_EQ|INE631A01022,Industrial Products,Industrial Manufacturing
SHARDACROP,Sharda Cropchem Limited,1,NSE_EQ|INE221J01015,Pesticides & Agrochemicals,Fertilizers & Agrochemicals
SHARDAMOTR,Sharda Motor Industries Limited,1,NSE_EQ|INE597I01028,Auto Components & Equipments,Auto Components
SHAREINDIA,Share India Securities Limited,1,NSE_EQ|INE932X01026,Stockbroking & Allied,Capital Markets
SHEKHAWATI,Shekhawati Industries Limited,1,NSE_EQ|INE268L01020,,
SHEMAROO,Shemaroo Entertainment Limited,1,NSE_EQ|INE363M01019,Media & Entertainment,Entertainment
SHILPAMED,Shilpa Medicare Limited,1,NSE_EQ|INE790G01031,Pharmaceuticals,Pharmaceuticals & Biotechnology
SHIVALIK,Shivalik Rasayan Limited,1,NSE_EQ|INE788J01021,Pesticides & Agrochemicals,Fertilizers & Agrochemicals
SHIVAMAUTO,Shivam Autotech Limited,1,NSE_EQ|INE637H01024,Auto Components & Equipments,Auto Components
SHIVAMILLS,Shiva Mills Limited,1,NSE_EQ|INE644Y01017,Other Textile Products,Textiles & Apparels
SHIVATEX,Shiva Texyarn Limited,1,NSE_EQ|INE705C01020,Other Textile Products,Textiles & Apparels
SHK,S H Kelkar and Company Limited,1,NSE_EQ|INE500L01026,Specialty Chemicals,Chemicals & Petrochemicals
SHOPERSTOP,Shoppers Stop Limited,1,NSE_EQ|INE498B01024,Diversified Retail,Retailing
SHRADHA,Shradha Infraprojects Limited,1,NSE_EQ|INE715Y01023,,
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,1,NSE_EQ|INE232A01011,Cement & Cement Products,Cement & Cement Products
SHREECEM,SHREE CEMENT LIMITED,1,NSE_EQ|INE070A01015,Cement & Cement Products,Cement & Cement Products
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,1,NSE_EQ|INE712K01011,Dyes And Pigments,Chemicals & Petrochemicals
SHREERAMA,Shree Rama Multi-Tech Limited,1,NSE_EQ|INE879A01019,Packaging,Industrial Products
SHRENIK,Shrenik Limited,1,NSE_EQ|INE632X01030,,
SHREYANIND,Shreyans Industries Limited,1,NSE_EQ|INE231C01019,Paper & Paper Products,"Paper, Forest & Jute Products"
SHREYAS,Shreyas Shipping & Logistics Limited,1,NSE_EQ|INE757B01015,Shipping,Transport Services
SHRIPISTON,Shriram Pistons & Rings Limited,1,NSE_EQ|INE526E01018,,
SHRIRAMFIN,Shriram Finance Limited,1,NSE_EQ|INE721A01013,Non Banking Financial Company (NBFC),Finance
SHRIRAMPPS,Shriram Properties Limited,1,NSE_EQ|INE217L01019,Residential- Commercial Projects,Realty
SHYAMCENT,Shyam Century Ferrous Limited,1,NSE_EQ|INE979R01011,Ferro & Silica Manganese,Ferrous Metals
SHYAMMETL,Shyam Metalics and Energy Limited,1,NSE_EQ|INE810G01011,Iron & Steel Products,Industrial Products
SHYAMTEL,Shyam Telecom Limited,1,NSE_EQ|INE635A01023,Trading & Distributors,Commercial Services & Supplies
SIEMENS,Siemens Limited,1,NSE_EQ|INE003A01024,Heavy Electrical Equipment,Electrical Equipment
SIGACHI,Sigachi Industries Limited,1,NSE_EQ|INE0D0K01022,Pharmaceuticals,Pharmaceuticals & Biotechnology
SIGIND,Signet Industries Limited,1,NSE_EQ|INE529F01035,Trading & Distributors,Commercial Services & Supplies
SIGMA,Sigma Solve Limited,1,NSE_EQ|INE0A0S01010,IT Enabled Services,IT - Services
SIGNATURE,Signatureglobal (India) Limited,1,NSE_EQ|INE903U01023,Residential- Commercial Projects,Realty
SIGNPOST,Signpost India Limited,1,NSE_EQ|INE0KGZ01021,Advertising & Media Agencies,Media
SIKKO,Sikko Industries Limited,1,NSE_EQ|INE112X01017,,
SIL,Standard Industries Limited,1,NSE_EQ|INE173A01025,Real Estate related services,Realty
SILGO,Silgo Retail Limited,1,NSE_EQ|INE01II01013,,
SILINV,SIL Investments Limited,1,NSE_EQ|INE923A01015,Investment Company,Finance
SILLYMONKS,Silly Monks Entertainment Limited,1,NSE_EQ|INE203Y01012,,
SILVERTUC,Silver Touch Technologies Limited,1,NSE_EQ|INE625X01018,IT Enabled Services,IT - Services
SIMBHALS,Simbhaoli Sugars Limited,1,NSE_EQ|INE748T01016,Sugar,Agricultural Food & other Products
SIMPLEXINF,Simplex Infrastructures Limited,1,NSE_EQ|INE059B01024,Civil Construction,Construction
SINCLAIR,Sinclairs Hotels Limited,1,NSE_EQ|INE985A01022,Hotels & Resorts,Leisure Services
SINDHUTRAD,Sindhu Trade Links Limited,1,NSE_EQ|INE325D01025,Diversified,Diversified
SINTERCOM,Sintercom India Limited,1,NSE_EQ|INE129Z01016,,
SIRCA,Sirca Paints India Limited,1,NSE_EQ|INE792Z01011,Paints,Consumer Durables
SIS,SIS LIMITED,1,NSE_EQ|INE285J01028,Diversified Commercial Services,Commercial Services & Supplies
SITINET,Siti Networks Limited,1,NSE_EQ|INE965H01011,TV Broadcasting & Software Production,Entertainment
SIYSIL,Siyaram Silk Mills Limited,1,NSE_EQ|INE076B01028,Other Textile Products,Textiles & Apparels
SJS,S.J.S. Enterprises Limited,1,NSE_EQ|INE284S01014,Auto Components & Equipments,Auto Components
SJVN,SJVN Limited,1,NSE_EQ|INE002L01015,Power Generation,Power
SKFINDIA,SKF India Limited,1,NSE_EQ|INE640A01023,Abrasives & Bearings,Industrial Products
SKIPPER,Skipper Limited,1,NSE_EQ|INE439E01022,Heavy Electrical Equipment,Electrical Equipment
SKMEGGPROD,SKM Egg Products Export (India) Limited,1,NSE_EQ|INE411D01015,Meat Products including Poultry,Food Products
SKYGOLD,Sky Gold Limited,1,NSE_EQ|INE01IU01018,Gems- Jewellery And Watches,Consumer Durables
SMARTLINK,Smartlink Holdings Limited,1,NSE_EQ|INE178C01020,Computers Hardware & Equipments,IT - Hardware
SMCGLOBAL,SMC Global Securities Limited,1,NSE_EQ|INE103C01036,Stockbroking & Allied,Capital Markets
SMLISUZU,SML Isuzu Limited,1,NSE_EQ|INE294B01019,Commercial Vehicles,"Agricultural, Commercial & Construction Vehicles"
SMLT,Sarthak Metals Limited,1,NSE_EQ|INE017W01010,Iron & Steel Products,Industrial Products
SMSLIFE,SMS Lifesciences India Limited,1,NSE_EQ|INE320X01016,Pharmaceuticals,Pharmaceuticals & Biotechnology
SMSPHARMA,SMS Pharmaceuticals Limited,1,NSE_EQ|INE812G01025,Pharmaceuticals,Pharmaceuticals & Biotechnology
SNOWMAN,Snowman Logistics Limited,1,NSE_EQ|INE734N01019,Logistics Solution Provider,Transport Services
SOBHA,Sobha Limited,1,NSE_EQ|INE671H01015,Residential- Commercial Projects,Realty
SOFTTECH,Softtech Engineers Limited,1,NSE_EQ|INE728Z01015,Computers - Software & Consulting,IT - Software
SOLARA,Solara Active Pharma Sciences Limited,1,NSE_EQ|INE624Z01016,Pharmaceuticals,Pharmaceuticals & Biotechnology
SOLARINDS,Solar Industries India Limited,1,NSE_EQ|INE343H01029,Explosives,Chemicals & Petrochemicals
SOMANYCERA,Somany Ceramics Limited,1,NSE_EQ|INE355A01028,Ceramics,Consumer Durables
SOMATEX,Soma Textiles & Industries Limited,1,NSE_EQ|INE314C01013,Other Textile Products,Textiles & Apparels
SOMICONVEY,Somi Conveyor Beltings Limited,1,NSE_EQ|INE323J01019,Industrial Products,Industrial Manufacturing
SONACOMS,Sona BLW Precision Forgings Limited,1,NSE_EQ|INE073K01018,Auto Components & Equipments,Auto Components
SONAMLTD,SONAM LIMITED,1,NSE_EQ|INE00LM01029,,
SONATSOFTW,Sonata Software Limited,1,NSE_EQ|INE269A01021,Computers - Software & Consulting,IT - Software
SOTL,Savita Oil Technologies Limited,1,NSE_EQ|INE035D01020,Lubricants,Petroleum Products
SOUTHBANK,The South Indian Bank Limited,1,NSE_EQ|INE683A01023,Private Sector Bank,Banks
SOUTHWEST,South West Pinnacle Exploration Limited,1,NSE_EQ|INE980Y01015,Coal,Consumable Fuels
SPAL,S. P. Apparels Limited,1,NSE_EQ|INE212I01016,Garments & Apparels,Textiles & Apparels
SPANDANA,Spandana Sphoorty Financial Limited,1,NSE_EQ|INE572J01011,Microfinance Institutions,Finance
SPARC,Sun Pharma Advanced Research Company Limited,1,NSE_EQ|INE232I01014,Pharmaceuticals,Pharmaceuticals & Biotechnology
SPCENET,Spacenet Enterprises India Limited,1,NSE_EQ|INE970N01027,,
SPECIALITY,Speciality Restaurants Limited,1,NSE_EQ|INE247M01014,Restaurants,Leisure Services
SPENCERS,Spencer's Retail Limited,1,NSE_EQ|INE020801028,Diversified Retail,Retailing
SPIC,Southern Petrochemicals Industries Corporation  Limited,1,NSE_EQ|INE147A01011,Fertilizers,Fertilizers & Agrochemicals
SPLIL,SPL Industries Limited,1,NSE_EQ|INE978G01016,Trading - Textile Products,Textiles & Apparels
SPLPETRO,Supreme Petrochem Limited,1,NSE_EQ|INE663A01033,Petrochemicals,Chemicals & Petrochemicals
SPMLINFRA,SPML Infra Limited,1,NSE_EQ|INE937A01023,Civil Construction,Construction
SPORTKING,Sportking India Limited,1,NSE_EQ|INE885H01011,Other Textile Products,Textiles & Apparels
SREEL,Sreeleathers Limited,1,NSE_EQ|INE099F01013,Footwear,Consumer Durables
SRF,SRF Limited,1,NSE_EQ|INE647A01010,Specialty Chemicals,Chemicals & Petrochemicals
SRGHFL,SRG Housing Finance Limited,1,NSE_EQ|INE559N01010,Housing Finance Company,Finance
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,1,NSE_EQ|INE917H01012,Commodity Chemicals,Chemicals & Petrochemicals
SRM,SRM Contractors Limited,1,NSE_EQ|INE0R6Z01013,Civil Construction,Construction
SRPL,Shree Ram Proteins Limited,1,NSE_EQ|INE008Z01020,,
SSDL,Saraswati Saree Depot Limited,1,NSE_EQ|INE0PQ101010,Speciality Retail,Retailing
SSWL,Steel Strips Wheels Limited,1,NSE_EQ|INE802C01033,Auto Components & Equipments,Auto Components
STANLEY,Stanley Lifestyles Limited,1,NSE_EQ|INE01A001028,Furniture- Home Furnishing,Consumer Durables
STAR,Strides Pharma Science Limited,1,NSE_EQ|INE939A01011,Pharmaceuticals,Pharmaceuticals & Biotechnology
STARCEMENT,Star Cement Limited,1,NSE_EQ|INE460H01021,Cement & Cement Products,Cement & Cement Products
STARHEALTH,Star Health and Allied Insurance Company Limited,1,NSE_EQ|INE575P01011,General Insurance,Insurance
STARPAPER,Star Paper Mills Limited,1,NSE_EQ|INE733A01018,Paper & Paper Products,"Paper, Forest & Jute Products"
STARTECK,Starteck Finance Limited,1,NSE_EQ|INE992I01013,Non Banking Financial Company (NBFC),Finance
STCINDIA,The State Trading Corporation of India Limited,1,NSE_EQ|INE655A01013,Trading & Distributors,Commercial Services & Supplies
STEELCAS,Steelcast Limited,1,NSE_EQ|INE124E01020,Castings & Forgings,Industrial Products
STEELCITY,Steel City Securities Limited,1,NSE_EQ|INE395H01011,,
STEELXIND,STEEL EXCHANGE INDIA LIMITED,1,NSE_EQ|INE503B01021,Iron & Steel Products,Industrial Products
STEL,Stel Holdings Limited,1,NSE_EQ|INE577L01016,Investment Company,Finance
STERTOOLS,Sterling Tools Limited,1,NSE_EQ|INE334A01023,Auto Components & Equipments,Auto Components
STLTECH,Sterlite Technologies Limited,1,NSE_EQ|INE089C01029,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
STOVEKRAFT,Stove Kraft Limited,1,NSE_EQ|INE00IN01015,Household Appliances,Consumer Durables
STYLAMIND,Stylam Industries Limited,1,NSE_EQ|INE239C01020,Plywood Boards/ Laminates,Consumer Durables
STYRENIX,Styrenix Performance Materials Limited,1,NSE_EQ|INE189B01011,Specialty Chemicals,Chemicals & Petrochemicals
SUBEXLTD,Subex Limited,1,NSE_EQ|INE754A01055,Software Products,IT - Software
SUBROS,Subros Limited,1,NSE_EQ|INE287B01021,Auto Components & Equipments,Auto Components
SUDARSCHEM,Sudarshan Chemical Industries Limited,1,NSE_EQ|INE659A01023,Dyes And Pigments,Chemicals & Petrochemicals
SUKHJITS,Sukhjit Starch & Chemicals Limited,1,NSE_EQ|INE450E01011,Other Agricultural Products,Agricultural Food & other Products
SULA,Sula Vineyards Limited,1,NSE_EQ|INE142Q01026,Breweries & Distilleries,Beverages
SUMEETINDS,Sumeet Industries Limited,1,NSE_EQ|INE235C01010,Other Textile Products,Textiles & Apparels
SUMICHEM,Sumitomo Chemical India Limited,1,NSE_EQ|INE258G01013,Pesticides & Agrochemicals,Fertilizers & Agrochemicals
SUMIT,Sumit Woods Limited,1,NSE_EQ|INE748Z01013,,
SUMMITSEC,Summit Securities Limited,1,NSE_EQ|INE519C01017,Investment Company,Finance
SUNCLAY,Sundaram Clayton Limited,1,NSE_EQ|INE0Q3R01026,Auto Components & Equipments,Auto Components
SUNDARAM,Sundaram Multi Pap Limited,1,NSE_EQ|INE108E01023,Stationary,Household Products
SUNDARMFIN,Sundaram Finance Limited,1,NSE_EQ|INE660A01013,Non Banking Financial Company (NBFC),Finance
SUNDARMHLD,Sundaram Finance Holdings Limited,1,NSE_EQ|INE202Z01029,,
SUNDRMBRAK,Sundaram Brake Linings Limited,1,NSE_EQ|INE073D01013,Auto Components & Equipments,Auto Components
SUNDRMFAST,Sundram Fasteners Limited,1,NSE_EQ|INE387A01021,Auto Components & Equipments,Auto Components
SUNFLAG,Sunflag Iron And Steel Company Limited,1,NSE_EQ|INE947A01014,Iron & Steel,Ferrous Metals
SUNPHARMA,Sun Pharmaceutical Industries Limited,1,NSE_EQ|INE044A01036,Pharmaceuticals,Pharmaceuticals & Biotechnology
SUNTECK,Sunteck Realty Limited,1,NSE_EQ|INE805D01034,Residential- Commercial Projects,Realty
SUNTV,Sun TV Network Limited,1,NSE_EQ|INE424H01027,TV Broadcasting & Software Production,Entertainment
SUPERHOUSE,Superhouse Limited,1,NSE_EQ|INE712B01010,Leather And Leather Products,Consumer Durables
SUPERSPIN,Super Spinning Mills Limited,1,NSE_EQ|INE662A01027,Other Textile Products,Textiles & Apparels
SUPRAJIT,Suprajit Engineering Limited,1,NSE_EQ|INE399C01030,Auto Components & Equipments,Auto Components
SUPREMEENG,Supreme Engineering Limited,1,NSE_EQ|INE319Z01021,,
SUPREMEIND,Supreme Industries Limited,1,NSE_EQ|INE195A01028,Plastic Products - Industrial,Industrial Products
SUPREMEINF,Supreme Infrastructure India Limited,1,NSE_EQ|INE550H01011,Civil Construction,Construction
SUPRIYA,Supriya Lifescience Limited,1,NSE_EQ|INE07RO01027,Pharmaceuticals,Pharmaceuticals & Biotechnology
SURAJEST,Suraj Estate Developers Limited,1,NSE_EQ|INE843S01025,Residential- Commercial Projects,Realty
SURANASOL,Surana Solar Limited,1,NSE_EQ|INE272L01022,Heavy Electrical Equipment,Electrical Equipment
SURANAT&P,Surana Telecom and Power Limited,1,NSE_EQ|INE130B01031,Power Generation,Power
SURYALAXMI,Suryalakshmi Cotton Mills Limited,1,NSE_EQ|INE713B01026,Other Textile Products,Textiles & Apparels
SURYAROSNI,Surya Roshni Limited,1,NSE_EQ|INE335A01020,Iron & Steel Products,Industrial Products
SURYODAY,Suryoday Small Finance Bank Limited,1,NSE_EQ|INE428Q01011,Other Bank,Banks
SUTLEJTEX,Sutlej Textiles and Industries Limited,1,NSE_EQ|INE645H01027,Other Textile Products,Textiles & Apparels
SUULD,Suumaya Industries Limited,1,NSE_EQ|INE591Q01016,,
SUVEN,Suven Life Sciences Limited,1,NSE_EQ|INE495B01038,Healthcare Research- Analytics & Technology,Healthcare Services
